,Original,Mean Imputation (20%),Similar Imputation (20%),Multiple Imputation (20%),Mean Imputation (10%),Similar Imputation (10%),Multiple Imputation (10%),Mean Imputation (5%),Similar Imputation (5%),Multiple Imputation (5%)
(Fold  1),1.2567111532515345,0.8950693590167315,1.1458895171813834,1.229472760917615,0.7728474703052658,2.138296296296297,1.4228453383276431,1.83453770601683,1.0761463644418985,1.2546561234422509
(Fold  2),1.5853981301826816,0.5406691711374402,0.3841599564321003,0.8598270966918683,1.318482873715432,0.653423163696198,1.0945876600119444,0.884148086342496,1.2760245019343208,0.9378509640283674
(Fold  3),1.3545969735499397,0.9605312227197386,1.3613469156762874,0.5890401691331923,0.9552004675721988,0.7914565158124319,1.6379305034933038,0.8749106963281408,1.0650121617512922,1.3370098039215685
(Fold  4),0.7748248165269868,0.5240968113766548,1.6239574090505768,0.8197620547439837,1.0255598110857869,1.1724958219816428,0.7983815476203564,1.1496662565217297,1.3489965943430475,1.5186579951488675
(Fold  5),1.2942297806843337,0.5982052585114764,1.6120236752556947,1.0678704983562461,0.991639431330511,1.19628281897743,1.1516906625041934,0.9939621838991569,1.0287929125138429,1.279916564404099
(Fold  6),1.9114031281638049,0.6551170678143208,1.177873091320801,0.818871302652767,0.7456783389211147,0.9488974020736783,1.4653351344617813,0.9811118087934697,1.7927766436198858,1.1571440308285288
(Fold  7),1.2410597200070885,0.8830356402603324,0.4828767073905402,0.737142149987625,0.7697897822968001,0.7824166419801852,1.0344171760453895,0.9812551585081455,1.097530492382105,1.3776564187312985
(Fold  8),1.3477401129943503,0.9585760034094156,0.8109160081943229,0.583965585056513,1.1680384944101703,1.4084654686398876,0.9829557608167233,0.6586768333707111,0.7006612547712491,0.8258373205741626
(Fold  9),1.6762077208505781,0.5650027114193568,0.6788538543673247,1.214677729008799,0.8646259300026912,1.1223123813444955,0.8147523732614163,2.1201887277798086,1.498731825813596,1.8175501749587741
(Fold 10),1.0843290842872872,0.7570547787266053,0.9853143115699262,1.0721975393028023,0.90304513932975,1.3333791676488305,0.6090589481495329,0.8282223801276074,1.1892392373279383,0.6925738673275426
Average,1.3526500620498585,0.7337358024392072,1.0263211446438958,0.899282688585141,0.9514907738969722,1.1547425678451075,1.1011955104692286,1.1306679837688096,1.2073911988899177,1.219885326336546
