Performance Monitor: (0.0028s) create_iris_dataset
You're using random generation > 1: 10
gen_complete_random: 67 NaN values have been inserted
Performance Monitor: (0.0098s) gen_complete_random
gen_complete_random: 67 NaN values have been inserted
Performance Monitor: (0.0095s) gen_complete_random
gen_complete_random: 67 NaN values have been inserted
Performance Monitor: (0.0105s) gen_complete_random
gen_complete_random: 67 NaN values have been inserted
Performance Monitor: (0.0096s) gen_complete_random
gen_complete_random: 67 NaN values have been inserted
Performance Monitor: (0.0095s) gen_complete_random
gen_complete_random: 67 NaN values have been inserted
Performance Monitor: (0.0095s) gen_complete_random
gen_complete_random: 67 NaN values have been inserted
Performance Monitor: (0.0095s) gen_complete_random
gen_complete_random: 67 NaN values have been inserted
Performance Monitor: (0.0093s) gen_complete_random
gen_complete_random: 67 NaN values have been inserted
Performance Monitor: (0.0092s) gen_complete_random
gen_complete_random: 67 NaN values have been inserted
Performance Monitor: (0.0096s) gen_complete_random
Performance Monitor: (0.0315s) KNN
Performance Monitor: (0.0380s) SGD
Performance Monitor: (0.0226s) DecisionTree
Performance Monitor: (0.0245s) SVM
Performance Monitor: (1.0760s) Forest
Performance Monitor: (0.0016s) complete_by_value
Performance Monitor: (0.0013s) complete_by_value
Performance Monitor: (0.0013s) complete_by_value
Performance Monitor: (0.0013s) complete_by_value
Performance Monitor: (0.0013s) complete_by_value
Performance Monitor: (0.0014s) complete_by_value
Performance Monitor: (0.0013s) complete_by_value
Performance Monitor: (0.0013s) complete_by_value
Performance Monitor: (0.0013s) complete_by_value
Performance Monitor: (0.0013s) complete_by_value
Performance Monitor: (0.0303s) KNN
Performance Monitor: (0.0298s) KNN
Performance Monitor: (0.0299s) KNN
Performance Monitor: (0.0296s) KNN
Performance Monitor: (0.0300s) KNN
Performance Monitor: (0.0300s) KNN
Performance Monitor: (0.0295s) KNN
Performance Monitor: (0.0297s) KNN
Performance Monitor: (0.0296s) KNN
Performance Monitor: (0.0294s) KNN
Performance Monitor: (0.0391s) SGD
Performance Monitor: (0.0389s) SGD
Performance Monitor: (0.0378s) SGD
Performance Monitor: (0.0391s) SGD
Performance Monitor: (0.0386s) SGD
Performance Monitor: (0.0389s) SGD
Performance Monitor: (0.0378s) SGD
Performance Monitor: (0.0390s) SGD
Performance Monitor: (0.0381s) SGD
Performance Monitor: (0.0386s) SGD
Performance Monitor: (0.0224s) DecisionTree
Performance Monitor: (0.0221s) DecisionTree
Performance Monitor: (0.0223s) DecisionTree
Performance Monitor: (0.0217s) DecisionTree
Performance Monitor: (0.0224s) DecisionTree
Performance Monitor: (0.0223s) DecisionTree
Performance Monitor: (0.0215s) DecisionTree
Performance Monitor: (0.0220s) DecisionTree
Performance Monitor: (0.0222s) DecisionTree
Performance Monitor: (0.0222s) DecisionTree
Performance Monitor: (0.0252s) SVM
Performance Monitor: (0.0253s) SVM
Performance Monitor: (0.0256s) SVM
Performance Monitor: (0.0259s) SVM
Performance Monitor: (0.0256s) SVM
Performance Monitor: (0.0252s) SVM
Performance Monitor: (0.0252s) SVM
Performance Monitor: (0.0254s) SVM
Performance Monitor: (0.0256s) SVM
Performance Monitor: (0.0259s) SVM
Performance Monitor: (1.0782s) Forest
Performance Monitor: (1.0770s) Forest
Performance Monitor: (1.0799s) Forest
Performance Monitor: (1.0797s) Forest
Performance Monitor: (1.0765s) Forest
Performance Monitor: (1.0740s) Forest
Performance Monitor: (1.0758s) Forest
Performance Monitor: (1.0740s) Forest
Performance Monitor: (1.0732s) Forest
Performance Monitor: (1.0750s) Forest
Performance Monitor: (0.0020s) complete_by_mean_col
Performance Monitor: (0.0018s) complete_by_mean_col
Performance Monitor: (0.0019s) complete_by_mean_col
Performance Monitor: (0.0019s) complete_by_mean_col
Performance Monitor: (0.0019s) complete_by_mean_col
Performance Monitor: (0.0019s) complete_by_mean_col
Performance Monitor: (0.0019s) complete_by_mean_col
Performance Monitor: (0.0020s) complete_by_mean_col
Performance Monitor: (0.0018s) complete_by_mean_col
Performance Monitor: (0.0019s) complete_by_mean_col
Performance Monitor: (0.0293s) KNN
Performance Monitor: (0.0291s) KNN
Performance Monitor: (0.0292s) KNN
Performance Monitor: (0.0290s) KNN
Performance Monitor: (0.0292s) KNN
Performance Monitor: (0.0292s) KNN
Performance Monitor: (0.0289s) KNN
Performance Monitor: (0.0290s) KNN
Performance Monitor: (0.0290s) KNN
Performance Monitor: (0.0288s) KNN
Performance Monitor: (0.0377s) SGD
Performance Monitor: (0.0378s) SGD
Performance Monitor: (0.0374s) SGD
Performance Monitor: (0.0372s) SGD
Performance Monitor: (0.0373s) SGD
Performance Monitor: (0.0369s) SGD
Performance Monitor: (0.0374s) SGD
Performance Monitor: (0.0380s) SGD
Performance Monitor: (0.0371s) SGD
Performance Monitor: (0.0367s) SGD
Performance Monitor: (0.0223s) DecisionTree
Performance Monitor: (0.0222s) DecisionTree
Performance Monitor: (0.0213s) DecisionTree
Performance Monitor: (0.0221s) DecisionTree
Performance Monitor: (0.0220s) DecisionTree
Performance Monitor: (0.0219s) DecisionTree
Performance Monitor: (0.0217s) DecisionTree
Performance Monitor: (0.0218s) DecisionTree
Performance Monitor: (0.0223s) DecisionTree
Performance Monitor: (0.0213s) DecisionTree
Performance Monitor: (0.0247s) SVM
Performance Monitor: (0.0244s) SVM
Performance Monitor: (0.0245s) SVM
Performance Monitor: (0.0243s) SVM
Performance Monitor: (0.0239s) SVM
Performance Monitor: (0.0243s) SVM
Performance Monitor: (0.0248s) SVM
Performance Monitor: (0.0248s) SVM
Performance Monitor: (0.0246s) SVM
Performance Monitor: (0.0239s) SVM
Performance Monitor: (1.0784s) Forest
Performance Monitor: (1.0778s) Forest
Performance Monitor: (1.0808s) Forest
Performance Monitor: (1.0769s) Forest
Performance Monitor: (1.0777s) Forest
Performance Monitor: (1.0788s) Forest
Performance Monitor: (1.0791s) Forest
Performance Monitor: (1.0747s) Forest
Performance Monitor: (1.0736s) Forest
Performance Monitor: (1.0781s) Forest
